LineID,SalesID,ItemNo,Quantity,LinePrice,ProfitMargin,Tax
SL01597,S0209,P012,5,877.0,20.7,11.19
SL01598,S0210,P089,2,289.34,14.33,14.53
SL01599,S0210,P032,1,137.94,26.13,7.12
SL01600,S0210,P043,1,39.41,8.65,10.99
SL01601,S0210,P162,3,156.3,13.93,5.69
SL01602,S0210,P063,6,292.08,15.49,16.86
SL01603,S0210,P126,6,885.54,6.22,8.79
SL01604,S0210,P156,2,205.26,17.85,14.96
SL01605,S0210,P101,3,158.04,24.12,12.78
SL01606,S0210,P198,3,279.51,18.59,16.34
SL01607,S0210,P076,5,793.25,11.79,14.07
SL01608,S0211,P040,2,362.92,18.36,9.57
SL01609,S0211,P197,3,428.85,5.32,11.74
SL01610,S0211,P187,6,361.68,24.47,10.36
SL01611,S0211,P063,3,146.04,7.56,7.01
SL01612,S0211,P055,4,448.6,25.79,15.34
SL01613,S0211,P099,9,1216.62,20.34,15.81
SL01614,S0211,P078,9,744.12,26.15,14.26
SL01615,S0212,P128,2,244.92,15.43,16.91
SL01616,S0212,P163,2,272.3,25.47,17.0
SL01617,S0212,P119,8,582.96,13.71,13.98
SL01618,S0212,P165,3,230.52,25.43,16.57
SL01619,S0212,P187,10,602.8,18.08,17.61
SL01620,S0212,P065,3,391.53,22.75,5.37
SL01621,S0212,P048,2,173.44,10.56,16.14
SL01622,S0212,P057,3,240.63,22.2,9.0
SL01623,S0212,P054,4,388.28,8.26,6.02
SL01624,S0212,P008,2,278.5,6.94,15.07
SL01625,S0213,P125,1,15.51,9.91,5.43
SL01626,S0213,P014,9,1114.2,19.83,11.1
SL01627,S0213,P048,5,433.6,6.08,8.92
SL01628,S0213,P175,1,175.82,23.86,15.17
SL01629,S0213,P016,10,210.1,10.14,16.72
SL01630,S0213,P157,3,189.42,21.77,5.38
SL01631,S0213,P176,3,302.88,26.15,17.24
SL01632,S0213,P108,10,195.4,13.7,7.09
SL01633,S0214,P086,10,1233.5,11.05,12.41
SL01634,S0214,P188,2,86.04,25.49,14.92
SL01635,S0214,P073,9,694.8,10.42,7.49
SL01636,S0214,P057,5,401.05,9.29,14.8
SL01637,S0214,P023,1,57.1,29.34,6.28
SL01638,S0214,P199,4,598.24,28.01,16.07
SL01639,S0214,P116,8,436.4,14.16,12.66
SL01640,S0214,P165,8,614.72,21.84,6.4
SL01641,S0214,P180,6,230.1,29.53,10.51
SL01642,S0215,P157,4,252.56,15.19,14.9
SL01643,S0215,P102,6,112.68,8.09,6.43
SL01644,S0215,P200,3,82.05,17.4,9.7
SL01645,S0215,P155,5,369.6,18.93,5.53
SL01646,S0215,P180,6,230.1,17.34,10.0
SL01647,S0215,P111,8,1342.48,20.01,9.06
SL01648,S0215,P155,8,591.36,10.65,10.29
SL01649,S0215,P119,7,510.09,9.72,5.9
SL01650,S0215,P194,8,1460.8,28.48,9.78
SL01651,S0216,P166,8,462.16,21.8,10.15
SL01652,S0216,P154,9,1597.59,21.46,6.11
SL01653,S0216,P183,3,472.14,14.87,14.04
SL01654,S0216,P017,2,52.54,23.54,16.6
SL01655,S0216,P142,3,256.08,6.62,17.68
SL01656,S0217,P058,4,504.88,19.87,17.88
SL01657,S0217,P119,2,145.74,10.82,10.52
SL01658,S0217,P053,8,774.96,11.96,14.28
SL01659,S0217,P109,10,353.3,19.84,14.83
SL01660,S0217,P109,7,247.31,13.9,13.67
SL01661,S0217,P184,7,465.5,29.69,11.65
SL01662,S0217,P024,3,365.34,24.2,6.4
SL01663,S0218,P022,8,745.92,17.43,13.17
SL01664,S0218,P034,3,139.2,5.74,14.59
SL01665,S0218,P185,2,236.08,17.45,5.35
SL01666,S0218,P074,3,557.7,14.57,13.83
SL01667,S0218,P028,3,152.1,12.57,13.1
SL01668,S0218,P097,2,196.7,21.53,11.76
SL01669,S0218,P075,8,1419.76,24.82,7.63
SL01670,S0219,P138,8,937.2,17.26,8.4
SL01671,S0219,P113,6,917.04,25.24,12.03
SL01672,S0219,P113,1,152.84,28.81,5.41
SL01673,S0219,P142,7,597.52,27.0,6.55
SL01674,S0219,P079,8,383.36,12.86,9.89
SL01675,S0219,P155,8,591.36,5.9,7.3
SL01676,S0219,P039,5,436.1,27.12,7.13
SL01677,S0219,P106,7,1257.27,8.36,14.3
SL01678,S0219,P177,8,463.76,24.1,12.4
SL01679,S0219,P188,8,344.16,21.5,13.91
SL01680,S0220,P143,8,980.0,16.9,16.11
SL01681,S0220,P190,9,588.06,6.39,8.42
SL01682,S0220,P185,10,1180.4,29.27,13.02
SL01683,S0220,P045,6,125.16,24.16,8.7
SL01684,S0220,P077,1,60.69,5.7,5.59
SL01685,S0220,P107,6,309.48,13.72,14.65
SL01686,S0220,P016,1,21.01,24.13,13.13
SL01687,S0220,P023,7,399.7,7.43,9.49
SL01688,S0220,P090,6,475.2,15.3,5.73
SL01689,S0221,P118,4,576.88,10.87,9.06
SL01690,S0221,P051,2,375.18,27.76,5.85
SL01691,S0221,P155,5,369.6,7.86,7.21
SL01692,S0221,P176,9,908.64,13.15,10.99
SL01693,S0221,P011,7,1362.62,19.2,16.72
SL01694,S0221,P067,5,203.5,5.51,11.11
SL01695,S0222,P121,6,1036.68,14.44,10.07
SL01696,S0222,P046,10,208.1,7.44,11.35
SL01697,S0222,P174,4,524.8,13.4,11.54
SL01698,S0222,P112,6,907.74,9.17,8.89
SL01699,S0222,P028,7,354.9,10.04,13.26
SL01700,S0223,P168,9,417.51,10.35,8.45
SL01701,S0223,P031,5,452.4,29.91,10.23
SL01702,S0223,P069,4,454.64,20.61,17.45
SL01703,S0223,P114,10,1555.0,7.37,9.38
SL01704,S0223,P178,2,332.4,19.16,11.9
SL01705,S0224,P172,4,578.08,13.68,6.0
SL01706,S0224,P174,5,656.0,17.62,8.9
SL01707,S0224,P007,9,994.77,12.83,10.39
SL01708,S0224,P198,5,465.85,20.62,10.89
SL01709,S0224,P187,9,542.52,9.52,5.24
SL01710,S0224,P122,9,905.67,26.57,12.5
SL01711,S0224,P129,4,528.48,21.52,15.71
SL01712,S0224,P045,8,166.88,11.7,13.29
SL01713,S0225,P035,7,631.12,28.37,14.45
SL01714,S0225,P177,1,57.97,18.06,9.74
SL01715,S0225,P157,3,189.42,11.01,14.7
SL01716,S0225,P059,5,684.45,26.1,10.33
SL01717,S0225,P072,2,99.82,20.85,16.0
SL01718,S0225,P146,5,556.1,25.59,13.4
SL01719,S0225,P111,5,839.05,22.17,8.07
SL01720,S0225,P133,4,674.52,7.84,7.49
SL01721,S0225,P173,4,780.48,24.93,9.04
SL01722,S0226,P032,9,1241.46,29.78,10.49
SL01723,S0226,P054,1,97.07,10.05,8.55
SL01724,S0226,P048,1,86.72,11.46,15.45
SL01725,S0226,P183,9,1416.42,9.4,16.08
SL01726,S0226,P188,8,344.16,24.56,5.72
SL01727,S0226,P159,2,111.72,12.85,8.87
SL01728,S0226,P052,2,110.7,27.51,10.29
SL01729,S0226,P196,6,560.64,21.79,16.51
SL01730,S0227,P106,3,538.83,10.9,12.42
SL01731,S0227,P098,9,964.08,28.32,11.79
SL01732,S0227,P078,10,826.8,28.74,17.11
SL01733,S0227,P151,5,635.1,17.41,6.17
SL01734,S0227,P127,10,1963.4,8.06,15.49
SL01735,S0227,P098,6,642.72,25.81,14.58
SL01736,S0227,P102,4,75.12,28.39,7.83
SL01737,S0227,P078,2,165.36,9.38,17.61
SL01738,S0228,P030,7,195.44,11.36,12.66
SL01739,S0228,P021,8,1163.68,18.34,14.1
SL01740,S0228,P014,2,247.6,12.91,10.51
SL01741,S0228,P065,4,522.04,29.08,16.43
SL01742,S0228,P132,3,458.64,14.07,14.3
SL01743,S0228,P083,5,659.4,5.53,17.57
SL01744,S0228,P086,10,1233.5,5.87,14.61
SL01745,S0228,P034,1,46.4,22.27,15.25
SL01746,S0229,P095,5,634.75,18.82,9.02
SL01747,S0229,P010,6,555.66,27.58,13.91
SL01748,S0229,P180,9,345.15,26.67,16.15
SL01749,S0229,P151,7,889.14,5.2,17.49
SL01750,S0229,P035,5,450.8,12.52,17.17
SL01751,S0229,P196,4,373.76,12.44,16.17
SL01752,S0230,P071,8,1446.48,20.78,16.43
SL01753,S0230,P078,7,578.76,24.73,8.56
SL01754,S0230,P120,2,98.6,25.58,17.23
SL01755,S0230,P019,8,482.88,23.42,17.04
SL01756,S0230,P025,6,68.22,22.93,16.4
SL01757,S0230,P155,2,147.84,25.61,14.08
SL01758,S0231,P040,2,362.92,13.8,12.83
SL01759,S0231,P014,9,1114.2,23.44,10.89
SL01760,S0231,P118,1,144.22,24.05,13.34
SL01761,S0231,P031,3,271.44,20.75,15.28
SL01762,S0231,P079,3,143.76,5.08,7.6
SL01763,S0231,P047,5,115.1,12.84,6.07
SL01764,S0231,P126,3,442.77,11.24,14.28
SL01765,S0231,P128,3,367.38,26.17,13.91
SL01766,S0231,P021,6,872.76,16.29,16.36
SL01767,S0232,P083,5,659.4,9.34,12.71
SL01768,S0232,P036,6,1056.9,24.99,7.58
SL01769,S0232,P011,7,1362.62,14.19,10.12
SL01770,S0232,P039,7,610.54,28.62,16.5
SL01771,S0232,P069,4,454.64,5.52,5.3
SL01772,S0232,P144,9,264.24,21.18,13.15
SL01773,S0233,P127,8,1570.72,9.96,14.12
SL01774,S0233,P021,3,436.38,6.24,13.03
SL01775,S0233,P196,10,934.4,11.5,6.16
SL01776,S0233,P155,6,443.52,9.25,12.37
SL01777,S0233,P183,1,157.38,22.96,10.66
SL01778,S0234,P064,8,461.68,7.96,14.28
SL01779,S0234,P072,4,199.64,28.65,15.57
SL01780,S0234,P127,5,981.7,12.2,11.42
SL01781,S0234,P016,3,63.03,15.78,7.69
SL01782,S0234,P010,4,370.44,29.88,8.68
SL01783,S0234,P023,4,228.4,15.46,10.31
SL01784,S0234,P042,3,271.11,5.72,17.69
SL01785,S0234,P104,4,585.96,20.44,16.8
SL01786,S0235,P066,10,106.7,22.11,10.96
SL01787,S0235,P070,1,91.66,16.72,16.33
SL01788,S0235,P133,7,1180.41,22.17,14.27
SL01789,S0235,P151,7,889.14,23.4,8.33
SL01790,S0235,P161,2,190.3,18.92,5.68
SL01791,S0235,P095,4,507.8,16.77,9.61
SL01792,S0235,P099,10,1351.8,28.48,17.57
SL01793,S0236,P035,1,90.16,5.13,11.56
SL01794,S0236,P077,7,424.83,12.56,10.13
SL01795,S0236,P129,6,792.72,8.31,16.6
SL01796,S0236,P036,1,176.15,19.51,8.38
SL01797,S0236,P029,9,505.53,17.32,9.41
SL01798,S0236,P070,8,733.28,8.3,9.13
SL01799,S0236,P176,9,908.64,15.82,8.39
SL01800,S0236,P041,6,1183.26,6.1,6.66
SL01801,S0236,P139,5,778.55,23.7,17.04
SL01802,S0237,P128,5,612.3,20.32,14.9
SL01803,S0237,P160,5,706.1,17.92,10.67
SL01804,S0237,P122,3,301.89,12.89,17.93
SL01805,S0237,P155,3,221.76,18.89,17.0
SL01806,S0237,P135,8,1267.44,6.33,6.93
SL01807,S0237,P091,4,513.6,9.58,11.11
SL01808,S0237,P051,3,562.77,22.65,10.67
SL01809,S0238,P004,1,27.27,16.04,17.85
SL01810,S0238,P026,9,481.5,17.13,11.41
SL01811,S0238,P081,3,43.5,8.09,6.22
SL01812,S0238,P130,5,97.75,9.52,7.19
SL01813,S0238,P054,9,873.63,25.56,12.32
SL01814,S0238,P129,10,1321.2,10.31,17.97
SL01815,S0238,P096,1,67.74,18.15,12.42
SL01816,S0238,P115,7,435.19,28.01,8.2
SL01817,S0239,P007,2,221.06,27.18,5.34
SL01818,S0239,P170,2,392.6,14.85,12.67
SL01819,S0239,P161,2,190.3,25.92,7.0
SL01820,S0239,P159,2,111.72,16.51,14.2
SL01821,S0239,P066,8,85.36,16.35,17.42
SL01822,S0239,P146,10,1112.2,21.45,9.28
SL01823,S0239,P134,1,199.98,21.4,17.36
SL01824,S0239,P110,6,1143.06,28.69,18.0
SL01825,S0240,P146,3,333.66,10.28,5.63
SL01826,S0240,P147,5,530.65,13.08,5.72
SL01827,S0240,P133,2,337.26,18.68,12.83
SL01828,S0240,P065,2,261.02,14.97,7.31
SL01829,S0240,P095,7,888.65,7.23,16.08
SL01830,S0240,P090,3,237.6,14.71,10.23
SL01831,S0240,P014,3,371.4,8.02,11.38
SL01832,S0240,P112,7,1059.03,23.4,16.98
SL01833,S0240,P139,10,1557.1,8.28,13.65
SL01834,S0241,P013,9,351.36,10.0,10.79
SL01835,S0241,P068,7,815.99,16.91,12.32
SL01836,S0241,P142,7,597.52,7.26,10.49
SL01837,S0241,P190,6,392.04,20.35,10.64
SL01838,S0241,P069,7,795.62,7.32,11.67
SL01839,S0241,P152,8,786.64,21.91,13.42
SL01840,S0241,P111,3,503.43,28.27,11.85
SL01841,S0242,P173,9,1756.08,7.1,11.09
SL01842,S0242,P113,2,305.68,27.68,11.21
SL01843,S0242,P127,3,589.02,29.6,13.9
SL01844,S0242,P165,5,384.2,26.04,11.8
SL01845,S0242,P157,5,315.7,19.21,12.16
SL01846,S0242,P058,1,126.22,17.84,11.64
SL01847,S0242,P035,7,631.12,7.36,13.59
SL01848,S0242,P199,10,1495.6,25.32,9.62
SL01849,S0242,P113,10,1528.4,7.04,11.54
SL01850,S0242,P094,2,92.9,23.51,11.02
SL01851,S0243,P083,7,923.16,6.13,10.41
SL01852,S0243,P198,5,465.85,12.85,14.41
SL01853,S0243,P144,8,234.88,20.6,8.45
SL01854,S0243,P092,3,319.05,10.28,6.02
SL01855,S0243,P006,10,1233.2,11.48,13.75
SL01856,S0243,P100,7,194.18,18.36,5.08
SL01857,S0244,P079,1,47.92,9.29,11.2
SL01858,S0244,P016,7,147.07,26.72,17.56
SL01859,S0244,P073,10,772.0,23.15,8.94
SL01860,S0244,P025,10,113.7,14.02,13.76
SL01861,S0244,P179,7,837.41,25.12,6.14
SL01862,S0245,P028,1,50.7,9.77,15.61
SL01863,S0245,P200,4,109.4,26.48,7.72
SL01864,S0245,P114,3,466.5,21.24,10.67
SL01865,S0245,P075,9,1597.23,9.77,8.91
SL01866,S0245,P096,8,541.92,8.7,10.48
SL01867,S0245,P067,2,81.4,9.15,6.98
SL01868,S0246,P019,8,482.88,29.1,11.13
SL01869,S0246,P091,8,1027.2,19.63,7.62
SL01870,S0246,P014,10,1238.0,25.74,10.09
SL01871,S0246,P156,6,615.78,5.2,13.2
SL01872,S0246,P109,7,247.31,29.49,16.03
SL01873,S0246,P156,10,1026.3,19.9,12.21
SL01874,S0246,P078,5,413.4,5.93,10.2
SL01875,S0246,P074,9,1673.1,19.78,12.95
SL01876,S0246,P154,8,1420.08,10.8,5.79
SL01877,S0246,P162,1,52.1,15.55,9.11
SL01878,S0247,P083,5,659.4,27.32,10.42
SL01879,S0247,P082,8,503.44,7.92,13.1
SL01880,S0247,P089,6,868.02,16.21,10.67
SL01881,S0247,P181,3,596.52,12.2,7.5
SL01882,S0247,P081,6,87.0,15.95,11.6
SL01883,S0248,P004,6,163.62,28.04,16.09
SL01884,S0248,P180,8,306.8,8.28,8.81
SL01885,S0248,P176,7,706.72,29.0,15.83
SL01886,S0248,P182,6,751.2,24.9,15.4
SL01887,S0248,P141,3,359.85,20.55,8.67
SL01888,S0248,P107,2,103.16,21.68,6.68
SL01889,S0248,P083,4,527.52,8.91,11.4
SL01890,S0248,P015,7,1305.71,28.58,11.42
SL01891,S0248,P069,4,454.64,10.24,5.61
SL01892,S0249,P161,6,570.9,27.02,9.64
SL01893,S0249,P048,3,260.16,9.37,16.17
SL01894,S0249,P102,9,169.02,5.8,5.83
SL01895,S0249,P172,7,1011.64,7.85,7.95
SL01896,S0249,P111,9,1510.29,10.6,8.35
SL01897,S0250,P104,6,878.94,24.23,15.01
SL01898,S0250,P154,9,1597.59,11.69,6.97
SL01899,S0250,P089,9,1302.03,20.11,6.35
SL01900,S0250,P093,1,86.46,28.17,10.69
SL01901,S0250,P032,8,1103.52,29.07,14.82
SL01902,S0250,P029,2,112.34,24.54,12.93
SL01903,S0250,P150,2,185.48,25.59,5.55
SL01904,S0251,P149,3,392.28,20.75,16.32
SL01905,S0251,P196,6,560.64,8.93,8.8
SL01906,S0251,P114,8,1244.0,24.05,11.48
SL01907,S0251,P041,2,394.42,8.86,9.73
SL01908,S0251,P072,3,149.73,8.07,7.62
SL01909,S0252,P131,1,96.39,11.13,15.52
SL01910,S0252,P149,6,784.56,12.17,7.23
SL01911,S0252,P124,5,513.8,14.31,14.81
SL01912,S0252,P130,6,117.3,20.74,8.19
SL01913,S0252,P120,9,443.7,15.54,7.97
SL01914,S0252,P039,7,610.54,15.34,10.32
SL01915,S0252,P099,8,1081.44,28.8,11.71
SL01916,S0252,P051,6,1125.54,28.59,10.75
SL01917,S0253,P059,9,1232.01,28.59,6.1
SL01918,S0253,P161,6,570.9,15.04,15.04
SL01919,S0253,P100,7,194.18,6.54,14.87
SL01920,S0253,P199,3,448.68,27.56,5.75
SL01921,S0253,P108,9,175.86,29.32,10.45
SL01922,S0254,P082,9,566.37,26.84,14.38
SL01923,S0254,P142,6,512.16,27.73,5.1
SL01924,S0254,P045,5,104.3,27.51,12.94
SL01925,S0254,P129,3,396.36,22.51,10.8
SL01926,S0254,P010,4,370.44,27.19,13.12
SL01927,S0254,P144,10,293.6,21.3,14.07
SL01928,S0254,P148,7,1163.68,24.39,16.45
SL01929,S0254,P134,2,399.96,5.92,9.35
SL01930,S0254,P116,3,163.65,18.01,12.03
SL01931,S0254,P095,4,507.8,7.32,12.17
SL01932,S0255,P087,6,557.46,23.93,7.08
SL01933,S0255,P022,1,93.24,27.26,12.02
SL01934,S0255,P150,5,463.7,11.03,15.06
SL01935,S0255,P166,7,404.39,29.67,6.44
SL01936,S0255,P071,1,180.81,26.04,8.38
SL01937,S0255,P125,9,139.59,13.86,5.62
SL01938,S0255,P069,2,227.32,16.22,12.44
SL01939,S0255,P089,1,144.67,16.33,17.78
SL01940,S0255,P034,10,464.0,19.14,16.63
SL01941,S0256,P196,9,840.96,26.11,8.04
SL01942,S0256,P003,5,393.9,12.11,15.2
SL01943,S0256,P041,10,1972.1,21.81,14.29
SL01944,S0256,P148,9,1496.16,23.44,6.37
SL01945,S0256,P137,9,497.88,19.56,15.7
SL01946,S0256,P019,6,362.16,16.36,6.91
SL01947,S0256,P142,7,597.52,25.71,6.07
SL01948,S0256,P194,1,182.6,15.62,6.69
SL01949,S0256,P146,4,444.88,16.15,9.8
SL01950,S0256,P121,9,1555.02,15.07,12.27
SL01951,S0257,P174,5,656.0,19.61,13.27
SL01952,S0257,P087,8,743.28,22.23,17.32
SL01953,S0257,P119,7,510.09,25.6,6.88
SL01954,S0257,P118,3,432.66,17.12,10.95
SL01955,S0257,P111,9,1510.29,26.58,6.53
SL01956,S0257,P026,4,214.0,16.39,5.42
SL01957,S0257,P127,3,589.02,28.6,9.8
SL01958,S0257,P137,2,110.64,20.04,10.31
SL01959,S0258,P186,6,1140.24,19.29,5.52
SL01960,S0258,P076,3,475.95,7.94,8.96
SL01961,S0258,P049,6,719.94,12.58,11.32
SL01962,S0258,P068,3,349.71,8.55,12.67
SL01963,S0258,P030,1,27.92,28.42,8.97
SL01964,S0259,P002,4,607.72,9.58,14.62
SL01965,S0259,P198,1,93.17,8.06,9.53
SL01966,S0259,P037,1,19.61,15.44,12.45
SL01967,S0259,P132,10,1528.8,16.31,9.39
SL01968,S0259,P179,7,837.41,16.88,14.36
SL01969,S0259,P147,10,1061.3,8.32,6.8
SL01970,S0259,P005,8,1033.68,24.04,13.67
SL01971,S0260,P088,6,1085.46,7.23,13.12
SL01972,S0260,P078,10,826.8,15.24,8.03
SL01973,S0260,P026,7,374.5,13.47,5.6
SL01974,S0260,P091,8,1027.2,23.4,13.4
SL01975,S0260,P036,3,528.45,22.68,12.44
SL01976,S0260,P150,5,463.7,19.03,6.61
SL01977,S0261,P167,2,139.9,9.81,13.04
SL01978,S0261,P071,10,1808.1,23.94,17.44
SL01979,S0261,P139,9,1401.39,9.73,11.19
SL01980,S0261,P089,1,144.67,8.01,17.17
SL01981,S0261,P123,3,459.48,29.06,8.57
SL01982,S0261,P156,4,410.52,11.13,14.17
SL01983,S0261,P192,10,1855.4,16.11,15.49
SL01984,S0261,P190,10,653.4,13.01,12.66
SL01985,S0261,P054,8,776.56,26.55,5.3
SL01986,S0262,P060,3,565.2,15.37,16.18
SL01987,S0262,P185,6,708.24,14.55,6.18
SL01988,S0262,P011,2,389.32,18.54,8.71
SL01989,S0262,P108,3,58.62,11.39,6.17
SL01990,S0262,P046,5,104.05,28.8,13.82
SL01991,S0262,P048,1,86.72,20.36,9.23
SL01992,S0262,P114,1,155.5,22.83,8.87
SL01993,S0262,P192,2,371.08,13.0,10.37
SL01994,S0263,P051,5,937.95,14.39,15.76
SL01995,S0263,P033,2,173.0,6.3,8.12
SL01996,S0263,P196,10,934.4,19.65,11.41
SL01997,S0263,P102,9,169.02,14.63,6.5
SL01998,S0263,P093,1,86.46,12.96,12.19
SL01999,S0263,P018,2,68.78,17.1,10.3
SL02000,S0263,P087,4,371.64,27.84,5.24
SL02001,S0264,P081,10,145.0,21.88,8.2
SL02002,S0264,P116,9,490.95,21.29,6.63
SL02003,S0264,P078,10,826.8,15.17,6.09
SL02004,S0264,P169,9,1329.03,10.09,17.58
SL02005,S0264,P086,6,740.1,18.51,7.19
SL02006,S0264,P138,4,468.6,18.44,10.51
SL02007,S0264,P045,9,187.74,16.29,5.01
SL02008,S0264,P124,8,822.08,29.03,13.07
SL02009,S0264,P019,3,181.08,5.01,17.14
SL02010,S0265,P104,5,732.45,19.95,15.91
SL02011,S0265,P104,7,1025.43,29.98,15.95
SL02012,S0265,P039,4,348.88,19.63,11.63
SL02013,S0265,P159,1,55.86,9.04,11.94
SL02014,S0265,P076,2,317.3,12.52,10.14
SL02015,S0265,P157,2,126.28,25.76,14.43
SL02016,S0265,P122,5,503.15,26.96,7.74
SL02017,S0265,P178,9,1495.8,28.94,9.14
SL02018,S0266,P063,6,292.08,20.88,17.74
SL02019,S0266,P058,8,1009.76,11.83,13.61
SL02020,S0266,P060,6,1130.4,13.54,10.98
SL02021,S0266,P195,10,213.3,13.21,16.88
SL02022,S0266,P166,3,173.31,21.16,5.03
SL02023,S0266,P041,8,1577.68,5.11,5.12
SL02024,S0266,P159,3,167.58,15.33,16.64
SL02025,S0266,P184,8,532.0,24.06,12.0
SL02026,S0266,P015,2,373.06,18.47,16.6
SL02027,S0266,P143,8,980.0,21.81,9.59
SL02028,S0267,P037,10,196.1,13.95,7.3
SL02029,S0267,P146,1,111.22,8.12,9.82
SL02030,S0267,P060,4,753.6,16.11,7.88
SL02031,S0267,P023,1,57.1,23.96,13.85
SL02032,S0267,P158,6,693.6,9.79,15.61
SL02033,S0267,P144,5,146.8,25.21,7.87
SL02034,S0267,P188,8,344.16,29.18,5.48
SL02035,S0267,P168,8,371.12,27.61,14.19
SL02036,S0268,P059,1,136.89,9.9,15.67
SL02037,S0268,P051,7,1313.13,7.77,8.61
SL02038,S0268,P191,9,1292.13,17.35,12.17
SL02039,S0268,P018,10,343.9,21.8,12.84
SL02040,S0268,P124,3,308.28,6.63,6.67
SL02041,S0268,P108,2,39.08,8.19,17.14
SL02042,S0269,P140,9,1420.02,23.22,8.57
SL02043,S0269,P134,1,199.98,29.8,14.01
SL02044,S0269,P036,9,1585.35,20.36,13.85
SL02045,S0269,P193,8,726.24,5.05,10.55
SL02046,S0269,P032,1,137.94,26.35,9.2
SL02047,S0269,P081,7,101.5,11.85,13.84
SL02048,S0270,P128,8,979.68,14.04,14.87
SL02049,S0270,P033,4,346.0,6.17,16.94
SL02050,S0270,P020,9,1739.07,16.22,5.07
SL02051,S0270,P003,4,315.12,13.37,16.44
SL02052,S0270,P067,1,40.7,29.76,7.93
SL02053,S0270,P090,7,554.4,28.94,16.92
SL02054,S0270,P042,4,361.48,9.11,9.04
SL02055,S0270,P096,2,135.48,5.7,10.62
SL02056,S0271,P199,10,1495.6,24.93,17.16
SL02057,S0271,P133,5,843.15,11.18,11.16
SL02058,S0271,P090,6,475.2,25.81,15.68
SL02059,S0271,P191,9,1292.13,24.85,17.27
SL02060,S0271,P176,10,1009.6,20.49,14.93
SL02061,S0272,P018,8,275.12,19.47,6.11
SL02062,S0272,P015,1,186.53,27.92,9.91
SL02063,S0272,P034,2,92.8,24.57,5.81
SL02064,S0272,P067,8,325.6,6.37,12.94
SL02065,S0272,P158,7,809.2,6.64,13.81
SL02066,S0272,P179,9,1076.67,6.31,16.05
SL02067,S0272,P144,7,205.52,7.4,14.78
SL02068,S0272,P081,4,58.0,26.61,15.24
SL02069,S0272,P034,10,464.0,5.27,9.99
SL02070,S0272,P061,7,1253.35,27.0,13.05
SL02071,S0273,P142,1,85.36,16.35,9.27
SL02072,S0273,P134,4,799.92,7.7,5.16
SL02073,S0273,P053,2,193.74,19.82,15.93
SL02074,S0273,P069,10,1136.6,8.15,11.62
SL02075,S0273,P087,6,557.46,15.53,14.42
SL02076,S0273,P110,8,1524.08,9.65,6.79
SL02077,S0273,P002,1,151.93,6.51,9.05
SL02078,S0274,P198,9,838.53,28.99,14.81
SL02079,S0274,P001,5,284.3,19.59,12.03
SL02080,S0274,P183,3,472.14,8.69,9.01
SL02081,S0274,P078,6,496.08,12.28,17.61
SL02082,S0274,P176,9,908.64,19.66,13.82
SL02083,S0274,P184,1,66.5,10.93,15.65
SL02084,S0274,P120,9,443.7,26.47,10.49
SL02085,S0274,P081,4,58.0,29.41,13.33
SL02086,S0275,P134,2,399.96,13.54,13.68
SL02087,S0275,P179,8,957.04,19.99,9.3
SL02088,S0275,P177,10,579.7,19.15,9.36
SL02089,S0275,P146,5,556.1,15.47,7.11
SL02090,S0275,P081,8,116.0,26.9,16.84
SL02091,S0275,P073,8,617.6,10.49,5.05
SL02092,S0276,P169,4,590.68,16.66,7.77
SL02093,S0276,P015,8,1492.24,23.36,17.38
SL02094,S0276,P157,6,378.84,25.18,9.89
SL02095,S0276,P093,7,605.22,9.61,17.87
SL02096,S0276,P005,6,775.26,5.25,9.65
SL02097,S0276,P090,9,712.8,7.88,8.78
SL02098,S0277,P019,10,603.6,27.82,9.68
SL02099,S0277,P180,1,38.35,9.98,8.69
SL02100,S0277,P055,4,448.6,27.13,14.34
SL02101,S0277,P183,6,944.28,26.19,8.2
SL02102,S0277,P160,4,564.88,5.54,15.96
SL02103,S0277,P154,2,355.02,5.52,13.81
SL02104,S0278,P196,2,186.88,13.46,7.73
SL02105,S0278,P129,8,1056.96,11.0,15.52
SL02106,S0278,P112,3,453.87,28.53,17.7
SL02107,S0278,P155,10,739.2,27.04,16.42
SL02108,S0278,P165,2,153.68,7.96,16.48
SL02109,S0278,P065,3,391.53,24.87,7.49
SL02110,S0278,P106,7,1257.27,22.36,9.13
SL02111,S0278,P150,7,649.18,29.42,8.18
SL02112,S0279,P061,10,1790.5,19.68,16.11
SL02113,S0279,P193,5,453.9,24.74,9.26
SL02114,S0279,P195,1,21.33,20.74,8.64
SL02115,S0279,P182,3,375.6,26.29,17.59
SL02116,S0279,P159,8,446.88,10.23,6.06
SL02117,S0280,P110,10,1905.1,6.62,11.61
SL02118,S0280,P108,9,175.86,14.36,11.75
SL02119,S0280,P117,3,108.87,13.05,9.86
SL02120,S0280,P007,8,884.24,22.89,11.43
SL02121,S0280,P127,5,981.7,19.53,13.3
SL02122,S0280,P151,10,1270.2,21.24,7.69
SL02123,S0280,P194,4,730.4,16.3,8.05
SL02124,S0280,P102,4,75.12,12.65,16.55
SL02125,S0281,P007,3,331.59,28.39,9.86
SL02126,S0281,P155,9,665.28,7.12,14.77
SL02127,S0281,P104,5,732.45,16.11,9.57
SL02128,S0281,P006,10,1233.2,6.03,11.66
SL02129,S0281,P171,6,319.32,15.65,11.08
